序号,岗位类别,岗位名称,薪酬,地点,学历要求,经验要求,企业名称,企业规模,所属地域,所属行业,岗位职责,岗位要求
1585,软件开发工程师, 软件测试工程师,10-15k,杭州,3-5年-统招本科-软件测试-负载测试-压力测试-安全测试-性能测试-自动化测试-功能测试-系统测试,3-5年-统招本科-软件测试-负载测试-压力测试-安全测试-性能测试-自动化测试-功能测试-系统测试,某杭州医疗器械公司,医疗器械-A轮-1-49人,杭州,医疗器械-A轮-1-49人,,
1586,软件开发工程师,软件测试开发工程师(JMA9P),20-40k,上海,经验不限-统招本科-软件测试-java-python-shell-自动化测试,经验不限-统招本科-软件测试-java-python-shell-自动化测试,禾赛科技,汽车零部件及配件-美股上市-1000-2000人,上海,汽车零部件及配件-美股上市-1000-2000人,,
1587,软件开发工程师,汽车热系统控制软件开发开发工程师,11-19k·15薪,重庆,1-3年-本科,1-3年-本科,长安汽车,整车制造-已上市-10000人以上,重庆,整车制造-已上市-10000人以上,,
1588,软件开发工程师,高级嵌入式软件开发工程师,20-30k·13薪,成都-龙泉驿区,5-10年-统招本科-C语言-嵌入式软件开发-医疗领域-单片机开发-精密制造-分析仪器,5-10年-统招本科-C语言-嵌入式软件开发-医疗领域-单片机开发-精密制造-分析仪器,珂睿科技,医疗器械-A轮-50-99人,成都-龙泉驿区,医疗器械-A轮-50-99人,"职责描述：
1.根据项目计划，相应制定软件开发计划，带领团队完成软件开发工作； 
2.负责相关产品的整体架构设计，功能模块划分，负责关键功能模块设计，指导团队成员完成子功能模块的设计； 
3.负责review团队成员的方案和代码，把控开发质量，解决产品开发中关键问题和难点问题； 
4.负责产品文档的撰写； 
5.负责编写产品的核心代码；

","任职要求：
1.大学本科及以上学历、熟练掌握C语言，有5年以上嵌入式软件的开发经验； 
2.具有良好的团队合作意识以及良好的适应能力； 
3.具有良好的逻辑思维能力、沟通能力； 
4.有很强的学习能力，吃苦耐劳，责任心强； 
5.善于发现问题所在，可以及时解决问题； 
6.有仪器设备或工业控制类软件开发者优先考虑; 
7.有管理经验者优先考虑

作息时间：8:30/9:00——17:30/18:00，双休，国家法定节假日

福利：五险一金、带薪年休、带薪病假、扣薪病假、全勤奖、年终奖、绩效奖、项目奖金、老板Nice、期权、国家法定节假日礼品（礼金）等
其它：良好的发展平台、Nice的老板和领导、融洽的工作氛围、积极逗逼的小伙伴……"
1589,软件开发工程师,软件测试开发工程师(LVE2),20-25k·15薪,南京-栖霞区,经验不限-统招本科-C++-Python-Linux-测试开发,经验不限-统招本科-C++-Python-Linux-测试开发,后摩智能,电子/半导体/集成电路-A轮-100-499人,南京-栖霞区,电子/半导体/集成电路-A轮-100-499人,"职责描述：
1、负责工具链SDK在AI芯片上的功能，性能测试
2、根据交付要求编写测试用例和测试程序
3、根据项目测试计划实施测试，编写测试报告等相关文档，保证系统的质量和进度



","任职要求：
1、熟悉Python/C++等至少一种编程语言.
2、用过Linux或Unix操作系统
3、熟悉测试体系、测试流程、测试方法，精通测试用例的编写
4、具备较强的技术钻研和学习能力，具有良好的沟通能力和团队协作精神
加分项
1、从事过深度学习相关工作
2、对Tensorflow, pytorch有一定了解

办公地可选：南京/北京"
1590,软件开发工程师,高级软件测试工程师,15-22k,北京-丰台区,5-10年-统招本科-软件测试-C/C++-自动化测试-白盒测试-DCS测试-Modbus-C++test，-testbed,5-10年-统招本科-软件测试-C/C++-自动化测试-白盒测试-DCS测试-Modbus-C++test，-testbed,润建股份,通信设备-沪深A股上市-5000-10000人,北京-丰台区,通信设备-沪深A股上市-5000-10000人,"职责描述：
1、依据软件质量模型、平台软件需求、相关标准规范和作业指导书要求开展软件测试工作，包括需求/设计评审、制定测试计划/测试说明、编制测试用例；

2、根据软件测试相关文档开发测试脚本或测试工装，搭建测试环境，执行产品软件白盒/黑盒测试，记录测试结果，如发现异常，按异常管理要求提交异常报告并跟踪异常的解决；

3、根据测试结果进行分析、评价，编制测试总结报告。

","任职要求：

1、 熟悉软件单元测试、集成测试和配置项测试方法、测试流程、测试用例设计，可独立开展软件测试工作；

2、掌握一款及以上软件测试工具，如：C++test，testbed等；

3、熟悉基本测试软件黑盒和白盒测试方法和独立的产品测试项目经验，有一定的代码审查能力。

4、具有一定开发经验C/C++，熟悉不同平台和软件的自动化测试方法，了解图像处理和识别算法，了解常用的工控通信协议，如Modbus，Can等通信协议等

5、从事DCS软件测试工作经验3年及以上。
"
1591,软件开发工程师,高级C/C++开发工程师（team leader）,15-22k,沈阳-浑南区,10年以上-大专-C/C++-英语口语-项目管理,10年以上-大专-C/C++-英语口语-项目管理,智朗科技,计算机软件-融资未公开-50-99人,沈阳-浑南区,计算机软件-融资未公开-50-99人,【,"岗位要求】：
1.10年以上C/C++开发经验，具有领导团队监控和交付团队所分配的任务的经验；英语口语流利（硬性要求），能作为工作语言使用。
2.具有现代C++语言（C++11或更高版本）编写用户空间库、应用程序和测试的实际编程经验。
3.具有用C语言编写代码的实际经验、驱动程序开发经验。
4.具有ASPICE过程参考模型内的软件开发实践经验。
5.具有功能安全标准过程ISO26262方面实际经验。
6.具有根据程序需要编写功能安全文件的经验。
7.具有为代码单元编写集成测试用例的经验。
8.具有编写等价类测试、分析边值单元测试以实现所需代码和分支覆盖的经验。
9.具有使用VectorCast C/C++开发单元测试代码覆盖率和计划改进的经验。
10.具有使用Coverity代码分析器、VectorCast C/C++和VectorCastQA分析代码覆盖率和计划改进的经验。
11.具有圈码复杂度分析经验。
12.具有对代码单元运行静态分析并修复任何违规行为的经验-MISRA或CERT C修复经验。"
1592,软件开发工程师,嵌入式软件开发,20-30k,杭州-西湖区,3-5年-本科-C++-C/C++-C语言,3-5年-本科-C++-C/C++-C语言,信天翁半导体(杭州)有限公司,电子/半导体/集成电路-1-49人,杭州-西湖区,电子/半导体/集成电路-1-49人,"岗位职责:
	1、负责嵌入式软件系统设计开发和功能实现;
	2、负责软件产品需求分析、可行性分析，软件流程与架构的设计；
	3、负责产品的联调、测试；
	4、负责编写软件开发过程相关技术文档，如设计方案等;
	5、负责对开发、产业化过程和现场反馈bug排查、修复;
	
","任职要求:
	1、储能、汽车等BMS相关工作经验优先;
	2、2年以上相关工作经验;
	3、熟悉ST、NXP及GD等MCU，熟练使用相关开发工具;
	4、熟练掌握C/C++语言,有良好的编码习惯，具有较强的逻辑分析和独立解决问题的能力;
	5、熟悉freeRTOS、RT-Thread等实时操作系统，熟悉Linux更佳
	6、熟悉硬件基本原理，硬件简单调试，了解RS485、RS232、 CAN、I2C等常见的通讯协议;
	7、独立开发过产品者优先录用，应聘时请详细说明独立开发流程;
	8、工作敬业有激情，肯于钻研技术难题，具备良好的理解能力和学习能力和团队合作精神;
	9、具有较强的工作积极性、责任心、专业素养和团队合作精神。"
1593,软件开发工程师,PLM研发组组长,20-26k·13薪,广州-天河区,10年以上-大专-Spring-功能开发-模块开发-系统开发-架构设计,10年以上-大专-Spring-功能开发-模块开发-系统开发-架构设计,赛意信息,计算机软件-创业板上市-2000-5000人,广州-天河区,计算机软件-创业板上市-2000-5000人,"
岗位职责：
1、负责系统开发，管控团队开发进度、质量、测试，并撰写相关技术文档；
2、按项目管理要求对研发过程进行管理，包括项目计划制定、过程规划、过程跟进、过程协调；
3、为技术支持人员提供技术支持，解决技术支持过程中遇到的相关问题；
4、完成系统概要设计、详细设计，部分核心功能的编码，并指导开发人员完成代码编写，协调系统测试、版本提交；
5、把控项目开发进度，确保产品质量和如期交付；
","任职要求：
1、计算机、软件工程及相关专业，7年及以上软件开发经验，4年以上带队开发工作经验；
2、JAVA基础扎实,精通Spring，SpringBoot,SpringCloud等主流开源框架并了解其工作原理和机制，有SpringCloud微服务架构项目设计经验。；
3、熟悉Mysql,Hadoop等主流数据库；
4、熟悉JS,CSS，能够使用vue,Bootstrap等前台框架；
5、熟悉多线程编程、RPC框架、分布式缓存、监控、消息中间件,异步处理等机制；
6、熟练掌握分布式通讯框架、消息中间件、分布式缓存（memcache、redis等）、分布式事务处理；
7、工作执行力强，有担当，敢于应对变化和创新；

简历关键词：

JAVA 、SpringCloud、系统集成、分布式"
1594,软件开发工程师,软件开发与测试工程师,12-35k·14薪,无锡,3-5年-硕士-linux,3-5年-硕士-linux,中电科申泰信息科技有限公司,互联网-100-499人,无锡,互联网-100-499人,"职责描述：
1、负责操作系统、文件系统、网络系统、编译系统等系统软件测试； 
2、分析测试需求、设计测试用例、编写测试脚本；   
3、研究软件测试前沿技术，优化测试技术等。 

","任职要求：
1、具有一定的C语言、汇编语言开发经验；  
2、熟悉Linux操作系统，具有相关Linux环境开发经验尤佳；  
3、熟悉Linux环境下脚本编程；  
4、熟悉脚本语言(Perl、Python等)；  
5、熟悉常用软件测试方法、软件测试流程和软件测试工具；  
6、为人正直，有良好的沟通能力和团队合作精神。

"
1595,软件开发工程师,软件开发产品经理,15-30k,长春-绿园区,3-5年-统招本科-商业产品-IT互联网-农林牧渔业-农业-计算机软件-产品设计-Axure-用户研究-MindManager-交互设计,3-5年-统招本科-商业产品-IT互联网-农林牧渔业-农业-计算机软件-产品设计-Axure-用户研究-MindManager-交互设计,长春皓月集团,农/林/牧/渔-5000-10000人,长春-绿园区,农/林/牧/渔-5000-10000人,一、,"任职要求：
1.计算机类统招本科及以上学历，3年以上产品经理或类似岗位工作经验，有较丰富的产品规划方案编写经验；
2. 精通互联网产品交互设计的相关流程，包括功能分析、用户角色分析、原型设计、界面开发、易用性测试等；

3.了解软件开发流程，对于软件的功能规划有独特的见解，熟练掌握各类办公软件和Axure RP、mindmaster、mindmanager等原型工具。


4.卓越的逻辑思维与分析能力，具备一定的交互设计能力和UI审美能力，能够很好的规划和设计产品功能、使用流程与交互体验，能够对产品提出系统性改进建议；

5. 有较强的敬业精神，责任心及团队合作精神，具有良好的沟通协调能力、文档编写能力、系统思维能力，能够独立进行业务模式的构建、业务流程的分析；

6. 具有互联网思维和信息化思维，对互联网产品、软件产品、移动应用产品进行整体规划和构思；


二、岗位职责：


1. 搜集信息，对业务需求进行调研分析对接，完成所负责项目的功能设计和用户体验设计等；

2.能够完成功能模块设计，需求设计书撰写，交互设计、产品原型设计等；
3.能够正确完整的将项目需求交予技术经理，为技术团队的开发提供支持；
4.分析市场机会、商业机会和项目机会，编制面向商业、政务的各类软件解决方案；
5.在软件项目开发过程中承担需求跟踪、管理的职责，协助项目经理做好项目管理工作；
6.软件产品上线后协助客户服务和运维人员做好后续需求的采集、分析工作，持续完善产品；

7.项目上线后，定期了解使用者对项目的建议以及提出的需求，不断改进和提升项目的品质；

8.其他公司交付的各项工作任务。

三、薪资待遇


15k-25k具体面议，单休，缴纳五险

职位福利：包住、定期体检、免费班车、节日福利
职位亮点：全国农业龙头百强企业"
1596,软件开发工程师,软件开发主管工程师,12-20k·15薪,芜湖,3-5年-学历不限-软件测试,3-5年-学历不限-软件测试,某国内知名汽车公司,整车制造-战略融资-10000人以上,芜湖,整车制造-战略融资-10000人以上,,
1597,软件开发工程师,对日JAVA软件开发(初中级),6-13k·13薪,南京,1-3年-大专-java-数据库-项目管理-日语-spring-sql,1-3年-大专-java-数据库-项目管理-日语-spring-sql,辛巴达软件,计算机软件-100-499人,南京,计算机软件-100-499人,,
1598,软件开发工程师,软件开发（Java/C++/C/Python/Web）/测开/算法岗,15-30k·14薪,南京,10年以上-本科-后端开发-大数据领域-人工智能领域-云计算领域-汽车领域-IT/信息化领域-MySQL-框架开发-架构设计-系统开发,10年以上-本科-后端开发-大数据领域-人工智能领域-云计算领域-汽车领域-IT/信息化领域-MySQL-框架开发-架构设计-系统开发,某知名500强公司,计算机软件-融资未公开-10000人以上,南京,计算机软件-融资未公开-10000人以上,"一、软件开发工程师
","岗位要求：
1. 本科及以上学历，计算机、软件工程、通信等相关专业优先；
2. 热爱编程，熟悉掌握Java/C++/C/Python/Web开发等编程语言中的一种或多种编程语言，扎实的编程功底；
3. 具备良好的独立工作能力和解决问题能力，善于沟通，乐于合作，热衷新技术；

二、软件测试工程师
"
1599,软件开发工程师,软件测试工程师,10-15k,南京,3-5年-本科-性能测试-ISTQB-内窥镜,3-5年-本科-性能测试-ISTQB-内窥镜,某杭州医疗器械公司,医疗器械-A轮-1-49人,南京,医疗器械-A轮-1-49人,,
1600,软件开发工程师,软件测试开发工程师,8-13k·13薪,无锡,1-3年-统招本科-测试开发-软件测试,1-3年-统招本科-测试开发-软件测试,某上海电子/半导体/集成电路公司,电子/半导体/集成电路-A轮-100-499人,无锡,电子/半导体/集成电路-A轮-100-499人,"工作职责
﻿1.学历：统招本科2.工作经验：1-3年 4.必备技能：精通C++或C#等计算机编程语言； 5.参与过运动控制相关项目； 有测试软件开发经验，半导体或自动化设备行业

","任职要求
﻿1、薪资：8k-15k。全年13薪，经验丰富薪资可谈 2、工作时间：8:30-17:30双休。 3、社保、公积金基数：按公司职级缴纳4500-8000。 4、加班基数：按公司职级缴纳4000-8000。 5、法定假期含年假按照国家规定执行。 6、劳动合同期限3年，试用期3个月，试用期薪资打8折。 7、能力强者薪资面议。"
1601,软件开发工程师,软件开发工程师-嵌入式方向(J10566),15-25k,深圳-龙华区,1-3年-大专-C++-C语言-AUTOSAR-智能驾驶-CAN,1-3年-大专-C++-C语言-AUTOSAR-智能驾驶-CAN,深圳市大疆百旺科技有限公司,电子/半导体/集成电路-其他-5000-10000人,深圳-龙华区,电子/半导体/集成电路-其他-5000-10000人,"职责描述：
1、负责智能驾驶系统的需求分析、设计、编码、调试和模块测试；
2、负责基于AUTOSAR的基础软件和功能开发；
3、负责智能驾驶系统系统集成与调试。
","任职要求：
1、全日制大专以上学历，2年以上相关的开发经验；
2、熟练掌握C语言，Linux/MCU软件开发，车载行业的诊断、网络管理、标定、通信相关模块的原理；
3、具备车载行业的诊断、网络管理、标定、通信相关模块应用开发经验，熟练掌握AUTOSAR开发工具链；
4、有基于CAN，车载以太网等总线相关的功能开发和调试经验，熟悉CANoe、CANdela、CANape等工具链；"
1602,软件开发工程师,软件开发部主管（3S遥感）,20-30k,常州,5-10年-统招本科-Java-遥感,5-10年-统招本科-Java-遥感,某国内计算机软件公司,计算机软件-天使轮-100-499人,常州,计算机软件-天使轮-100-499人,"备注：下属20+人
岗位职责:
1.管理软件开发工作，制定部门工作计划，组织人员进行系统设计开发工作，监督项目进度与组织系统测试工作，保证软件按时高质量交付;
2.把握技术整体方向，设计与审核技术方案，解决开发过程中遇到的技术问题;
3.制度、流程规范，制定软件开发相关制度、流程、技术规范，并确保落实持续改进软件开发工作;
4.团队管理，负责部门人员工作安排，人才培养;
5.制定部门工作目标，持续跟踪部门工作情况，统筹部门资源，协调跨部门、单位协同事项;
6.完成领导交办的其他工作。
","岗位要求:
1.本科及以上，计算机相关专业;
2拥有一定的项目管理知识、计算机类相关知识、开发技术相关知识;
3.熟悉Java技术体系，熟悉软件架构设计，能够把控软件
系统研发方案，参与核心代码开发及评审;
4.5年以上软件开发经验、2年以上研发管理或项目管理经验、管理过研发团队优先;
5.团队合作精神、分析判断能力与组织、协调与管理能力。"
1603,软件开发工程师,测试软件开发工程师,薪资面议,潍坊,5-10年-本科-python,5-10年-本科-python,歌尔股份,电子/半导体/集成电路-已上市-10000人以上,潍坊,电子/半导体/集成电路-已上市-10000人以上,"工作职责
	依据产品测试计划，开发和调试测试站所需软件。
	起草测试站软件的架构和开发计划。
	规划软件开发所需产品配置和硬件环境。
	学习并使用客户和内部建议的软件平台进行开发。
	支持嵌入式系统软件开发工作，例如STM32等。
	对于声学，光学等测试站的开发进行算法优化。
	参与设备架设和调试过程中相关软件的调试和更新。
	编制软件以优化产品测试数据处理效率。
	将软件开发文档化，并分享和培训新员工。
","任职要求
	计算机和电子信息专业，测控专业 ，本科以上。 
	5年以上软件开发工作， 2年以上OC, Atlas, Rush, 或Python其中一种开发经验为佳。
	熟悉A客户产品测试流程和软件环境。
	英语水平要求能够与客户进行技术交流。
	工作主动， 积极。有团队合作精神。
	熟悉 MacOS系统软件开发（加分项）"
1604,软件开发工程师,电机控制器软件开发（应用层）,40-55k·15薪,上海,经验不限-学历不限-电机控制器-应用层,经验不限-学历不限-电机控制器-应用层,某新能源汽车主机厂,汽车研发-D轮及以上-5000-10000人,上海,汽车研发-D轮及以上-5000-10000人,"工作职责：
1.     负责电驱动产品中的电机控制器应用层软件开发及测试相关工作 
2..     软件需求评估，模型建模，评审； 
3.     软件模块和集成测试，编写开发技术文档； 
4.     HIL/PIL测试，制定测试计划和测试策略，设计测试用例和脚本。 
5.     应用层软件的台架和车辆匹配标定。 

","岗位要求： 
1.     电气工程、自动控制，汽车电子等相关专业本科及以上学历； 
2.     熟练使用汽车电子软件开发工具链以及相关流程和工具； 
3..     具有AUTOSAR开发经验优先； 
4.     熟悉ASPICE开发流程优先； 
5.     熟悉电机控制器相关应用层软件开发并具有批产项目开发经验；
6.  良好的团队合作，有创新力，善于沟通，责任心强。"
1605,软件开发工程师,电控软件开发,18-35k·14薪,上海-松江区,1-3年-本科,1-3年-本科,上海盘毂动力科技股份有限公司,新能源-100-499人,上海-松江区,新能源-100-499人,"工作职责：
1、负责电机控制的相关软件的开发工作；
2、参与软件需求设计，软件架构的设计、规划功能模块和接口设计；
3、负责软件框架代码的编写、调试、测试和维护工作。
4、编写软件开发过程文档，负责原产品的设计变更和版本更替。

","任职资格：
1、本科及以上学历，电子相关专业，有2年以上软件开发经验；
2、有电机控制相关经验（优先要电控背景的）。
3、有较强的主动性，能持续主动学习"
1606,软件开发工程师,对日JAVA软件开发(初中级),6-13k·13薪,南京,1-3年-大专-java-数据库-项目管理-日语-Spring-软件开发,1-3年-大专-java-数据库-项目管理-日语-Spring-软件开发,求贤宝,IT服务-100-499人,南京,IT服务-100-499人,,
1607,软件开发工程师,对日JAVA软件开发(初中级),6-13k·13薪,南京,1-3年-大专-java-数据库-项目管理-日语-Spring,1-3年-大专-java-数据库-项目管理-日语-Spring,上海达巴辛,计算机软件-100-499人,南京,计算机软件-100-499人,,
1608,软件开发工程师,软件开发岗JK2110,11-20k·16薪,上海-浦东新区,3-5年-本科-Java,3-5年-本科-Java,太平金融科技服务(上海)有限公司,保险-1000-2000人,上海-浦东新区,保险-1000-2000人,"职责描述：
工作职责
1、负责系统代码编写及代码审核；
2、负责系统迭代、重构、性能优化、系统运维；
3、负责系统架构设计及架构设计的优化升级；
4、参与需求分析、并负责概要设计、详细设计及文档评审等；
5、协助测试人员完成系统测试；
6、完成领导交办的其他工作事项。
任职要求：
","任职资格
1、本科及以上学历，软件工程、计算机等相关专业毕业，3年及以上软件开发经验；
2、熟悉java开发，编码习惯良好，深入理解面向对象的设计模式，掌握常用数据结构、基本算法；
3、熟悉.Net Core、.Net MVC 相关开发技术，熟练使用c#；
4、熟悉主流的Java开源框架：SpringMVC、SpringBoot、SpringCloud、Ibatis/mybatis 等；
5、熟悉 Web Api相关开发，熟练使用Entity Framework、SqlSuger等.net ORM框架；
6、熟悉主流数据库: sqlserver、mysql、oracle、Mongdb/redis等，熟练掌握sql语句，具备较强的数据库设计、建模、调优能力；
7、 熟悉vue.js/angular.js、bootstraps、h5等前端技术；
8、熟悉tomcat、weblogic等中间件部署和配置，熟悉IDEA和eclipse的使用，maven、svn、git等版本控制工具；
9、熟悉linux,掌握常用的linux命令；
10、具备业务需求快速理解能力，具备金融、保险业务软件开发经验者优先；
11、具备软件过程管理思维；
12、具有良好的英语读写能力。"
1609,软件开发工程师,嵌入式软件开发,20-30k,西安-高新区,5-10年-统招本科-C语言-嵌入式软件开发,5-10年-统招本科-C语言-嵌入式软件开发,BYD,电子/半导体/集成电路-已上市-10000人以上,西安-高新区,电子/半导体/集成电路-已上市-10000人以上,,
1610,软件开发工程师,嵌入式软件开发,18-30k·18薪,宁德,3-5年-统招本科-嵌入式软件开发-C++-C语言,3-5年-统招本科-嵌入式软件开发-C++-C语言,某新能源锂电企业,新能源-已上市-10000人以上,宁德,新能源-已上市-10000人以上,"岗位职责：
1、嵌入式软件功能定义，软件架构设计；
2、MCU系列单片机底层驱动程序开发；
3、负责编写与自身相关开发过程中产生的详细设计文档；
4、完成上级安排的其他工作。
","岗位要求：
1、本科以上学历；
2、3年以上嵌入式软件开发工作经验；
3、熟悉C语言等编程语言；
4、有嵌入式底层软件开发经验优先；
5、有车载ECU开发经验优先。"
1611,软件开发工程师,电机控制软件开发工程师,10-30k·22薪,上海,经验不限-本科,经验不限-本科,博世华域转向,汽车零部件及配件-2000-5000人,上海,汽车零部件及配件-2000-5000人,,
1612,软件开发工程师,高级.NET/Aras开发工程师（可远程）,15-25k,上海-浦东新区,10年以上-大专-功能开发-模块开发-前端开发-Docker-Redis,10年以上-大专-功能开发-模块开发-前端开发-Docker-Redis,源讯信息技术(中国)有限公司,IT服务-500-999人,上海-浦东新区,IT服务-500-999人,"岗位职责：

1.可独立负责项目、产品的设计和具体功能开发工作；

2.完成软件系统代码的实现，编写代码注释和开发文档；

3.负责系统的功能定义,程序设计；

4.根据设计文档或需求说明完成代码编写，调试，测试和维护；

5.分析并解决软件开发过程中的问题；

6.协助测试工程师制定测试计划，定位发现的问题；

","岗位要求：

1、深入了解c#/.NetCore等相关技术，丰富的aras 开发项目经验；

2、熟练使用layui/element ui/uniapp/vue等进行前端开发，了解前端框架

3、熟练掌握SQL Server,MySql数据库，熟练使用SQL语言，能熟练使用存储过程、视图、索引等，并对数据库优化充分的理解；

4、熟练掌握 redis, memcache, 深入理解 Nosql 的应用场景和局限性, 并有较为丰富的实际项目经验；

5、熟练掌握消息中间件RabbitMQ、kafka的部署与开发，熟悉mqtt通信协议；

6、熟练使用docker+jenkins+git实现自动化部署项目；"
1613,软件开发工程师,对日JAVA软件开发(初中级),6-13k·13薪,西安,1-3年-大专-java-数据库-项目管理-日语-Spring,1-3年-大专-java-数据库-项目管理-日语-Spring,上海达巴辛,计算机软件-100-499人,西安,计算机软件-100-499人,,
1614,软件开发工程师,对日JAVA软件开发(初中级),6-13k·13薪,合肥,1-3年-大专-java-数据库-项目管理-日语-spring-sql,1-3年-大专-java-数据库-项目管理-日语-spring-sql,辛巴达软件,计算机软件-100-499人,合肥,计算机软件-100-499人,,
1615,软件开发工程师,软件测试开发经理(JXCJ2),30-45k,上海,5-10年-统招本科-软件测试-python-自动化测试,5-10年-统招本科-软件测试-python-自动化测试,禾赛科技,汽车零部件及配件-美股上市-1000-2000人,上海,汽车零部件及配件-美股上市-1000-2000人,"1、负责按照产品系统设计开展测试相关工作。
2、根据产品的功能规范和项目的时间节点，制定功能测试计划，组织完成测试用例和功能测试规范，并提交测试报告和问题清单，并做好各个阶段输出成果物的评审和释放。
3、根据产品的功能规范，搭建测试环境，自动化测试台架等的设计和调试工作。
4、负责软件开发测试流程的可持续改进和测试经验积累。
5、支持项目报价阶段的功能测试方案，对应的人力成本预估、测试工具费用。
6、负责把控软件测试团队工作按照软件开发和测试流程进行，保质量完成各项测试工作。

","任职要求：
1、全日制统招本科及以上学历， 电子、计算机、自动控制等相关专业。
2、在软件测试方面工作3年以上（硕士），或5年以上（本科）。
3、熟悉汽车电子产品基于Python语言编写自动化测试台架和实现自动化测试。
4、具有良好的团队及跨团队沟通和协调能力。
5、具有较强的逻辑思维能力，善于进行问题分析和解决。"
1616,软件开发工程师,汽车电子驻车电控软件开发专家,20-24k,保定,10年以上-统招本科-试验测试-软件开发-软件架构设计-应用层软件开发-应用开发-设计开发-系统集成-电控系统-Simulink-Matlab,10年以上-统招本科-试验测试-软件开发-软件架构设计-应用层软件开发-应用开发-设计开发-系统集成-电控系统-Simulink-Matlab,某杭州新能源上市公司,新能源-已上市-10000人以上,保定,新能源-已上市-10000人以上,,
1617,软件开发工程师,LTE/5G无线通信基带软件开发(物理层）,15-30k·13薪,成都,5-10年-本科-3GPP-NR-LTE-嵌入式软件开发,5-10年-本科-3GPP-NR-LTE-嵌入式软件开发,某IC高科技公司,电子/芯片/半导体-50-99人,成都,电子/芯片/半导体-50-99人,,
1618,软件开发工程师,应用层软件开发,26-45k·15薪,上海,3-5年-大专-汽车领域-汽车底盘-汽车类,3-5年-大专-汽车领域-汽车底盘-汽车类,某国内大型汽车零部件及配件公司,整车制造-天使轮-1000-2000人,上海,整车制造-天使轮-1000-2000人,,
1619,软件开发工程师,嵌入式软件开发（共享出行）,30-60k·16薪,北京,经验不限-统招本科-嵌入式软件开发-C++-人工智能领域-共享出行-CAN总线-Linux-功能开发-性能优化,经验不限-统招本科-嵌入式软件开发-C++-人工智能领域-共享出行-CAN总线-Linux-功能开发-性能优化,某广州大型互联网公司,互联网-D轮及以上-5000-10000人,北京,互联网-D轮及以上-5000-10000人,"岗位职责：
1. 负责嵌入式系统平台各个软件功能模块的功能开发、调试以及性能优化；
2. 负责各个外设的协议对接及OTA功能开发。
","任职要求：
1. 电子、通信、计算机相关专业，本科及以上学历;
2. 3年以上车载或物联网领域软件开发经验；
3. 熟悉CAN总线通信和CAN网络管理开发；
4. 对Linux系统有较深的理解；
5. 有基于Linux的应用开发经验；
6. 具有解决复杂问题的能力；
7. 能够自我激励并以结果为导向；
8. 良好的团队沟通协调能力及项目推动能力，优秀的团队合作精神。"
1620,软件开发工程师,嵌入式软件开发工程师,15-22k,上海-浦东新区,1-3年-本科,1-3年-本科,Qinda,机械/设备-100-499人,上海-浦东新区,机械/设备-100-499人,"1.负责完成项目相关模块的软件需求说明书，概要设计和详细设计文档撰写:

2.负责基于芯片MCAL底层驱动配置开发并进行测试验证:

3.负责复杂驱动(CDD)底层驱动开发，并测试验证;

4.负责完善相应编译/标定/烧写工具链;

5.参与功能安全相关活动和执行

","任职要求

1.本科及以上学历，2年以上汽车电子软件开发经验;

2.熟练掌握嵌入式C语言，有QAC/Tessy相关测试经验优先

3.有基于英飞凌 AURIX系列芯片，NXP系列芯片经验优先

4.熟悉AUTOSAR软件架构，有基于AUTOSAR架构的软件开发经验优先

5.熟悉ISO26262标准/开发经验优先。"
1621,软件开发工程师,嵌入式软件开发-LCD投影仪,12-22k,深圳-龙岗区,3-5年-统招本科-系统开发-Java-C/C++-Linux-Android-嵌入式软件开发-人工智能领域,3-5年-统招本科-系统开发-Java-C/C++-Linux-Android-嵌入式软件开发-人工智能领域,深圳兆驰股份有限公司,家电-沪深A股上市-10000人以上,深圳-龙岗区,家电-沪深A股上市-10000人以上,"岗位职责：
1.基于Android投影系统的整体系统软件的开发和维护；
2.参与项目需求分析，进行Android 投影系统相关的功能设计、开发、调试等；
3.解决客户提出的软件技术问题，测试问题的解决，技术难点攻关；
4.集成第三方应用和服务，优化系统性能和兼容性。
","岗位要求：
1.扎实的C/C++基础和JAVA基础，熟悉嵌入式Linux和Android投影系统的软件开发。
2.熟悉Android基础架构、组件、UI等，对于Android 投影的新版本新特性有一定程度的了解。
3.良好的沟通能力和逻辑思维能力，强烈的责任感和推动能力，善于沟通和合作，有良好的抗压能力。
4.良好的英文文献阅读能力。
5.能独立完成设计和编码，良好的项目过程质量控制意识。
6.有Android 投影系统开发或者安卓智能电视/盒子开发经验者优先。"
1622,软件开发工程师,软件开发测试工程师,12-16k·13薪,武汉-江夏区,经验不限-统招本科-硬件测试-软件测试,经验不限-统招本科-硬件测试-软件测试,某大型人力资源服务公司,人力资源服务-融资未公开-5000-10000人,武汉-江夏区,人力资源服务-融资未公开-5000-10000人,,
